"","y_adj","year","iso3c","country","region","income","log_gdppc","urban","unemp","trade"
"42",0.485006778129236,2004,"ARG","Argentina","Latin America & Caribbean","Upper middle income",9.24013667335653,89.9397208794212,13.522,40.692646108947
"43",0.498000903750565,1999,"ARG","Argentina","Latin America & Caribbean","Upper middle income",9.29084327540236,88.9851757922053,14.05,21.3827449624898
"44",0.506996836873023,1998,"ARG","Argentina","Latin America & Caribbean","Upper middle income",9.33681461498634,88.793030675725,12.65,23.3500279730689
"45",0.459018526886579,1994,"ARG","Argentina","Latin America & Caribbean","Upper middle income",9.24569716059452,87.964582650281,11.76,18.1343458669981
"46",0.411040216900136,2013,"ARG","Argentina","Latin America & Caribbean","Upper middle income",9.54295482571449,91.3014507719473,7.1,29.3339290021037
"47",0.423034794396746,2016,"ARG","Argentina","Latin America & Caribbean","Upper middle income",9.49295106146972,91.5856817228217,8.085,26.0938878488799
"48",0.491004066877542,1997,"ARG","Argentina","Latin America & Caribbean","Upper middle income",9.31079078476343,88.5972452835983,14.82,23.3361788437439
"49",0.414038861274288,2012,"ARG","Argentina","Latin America & Caribbean","Upper middle income",9.5291159002986,91.2041217246797,7.217,30.5265423717108
"50",0.279099864437415,2022,"ARM","Armenia","Europe & Central Asia","Upper middle income",8.47449544233489,65.5624462874485,13.379,103.878629213508
"51",0.354065973791234,2001,"ARM","Armenia","Europe & Central Asia","Upper middle income",7.20868969514134,64.8228123790872,10.992,69.8642663925336
"52",0.300090375056484,2010,"ARM","Armenia","Europe & Central Asia","Upper middle income",7.93597422820869,64.3304164043132,19.523,64.642975973633
"53",0.251112516945323,2020,"ARM","Armenia","Europe & Central Asia","Upper middle income",8.30204023870343,65.174217253699,18.175,70.1213571368789
"54",0.280099412562133,2009,"ARM","Armenia","Europe & Central Asia","Upper middle income",7.9072741735352,64.3519530388516,19.295,57.2742357441995
"55",0.294093086308179,2011,"ARM","Armenia","Europe & Central Asia","Upper middle income",7.98746906771339,64.3207449145194,18.884,69.4355736620453
"56",0.362062358788974,1999,"ARM","Armenia","Europe & Central Asia","Upper middle income",7.07365389785595,65.1678732605826,11.2,70.5604791440404
"57",0.315083596927248,2014,"ARM","Armenia","Europe & Central Asia","Upper middle income",8.12949703328036,64.4142934233291,17.498,75.778866962639
"58",0.272103027564392,2023,"ARM","Armenia","Europe & Central Asia","Upper middle income",8.55588204972437,65.6956882008852,13.245,123.418750077627
"59",0.344070492544058,2018,"ARM","Armenia","Europe & Central Asia","Upper middle income",8.30098402411806,64.8502833795679,18.966,92.473107021212
"60",0.444025305015816,1996,"ARM","Armenia","Europe & Central Asia","Upper middle income",6.90347440441966,66.0590724916631,9.3,79.2295601199241
"61",0.296092182557614,2012,"ARM","Armenia","Europe & Central Asia","Upper middle income",8.05825091374819,64.3268379506998,17.511,75.9616759606704
"62",0.300090375056484,2019,"ARM","Armenia","Europe & Central Asia","Upper middle income",8.37642617516445,65.0047033570428,18.304,97.847004865327
"63",0.30608766380479,2013,"ARM","Armenia","Europe & Central Asia","Upper middle income",8.09141276658874,64.3584061131466,16.576,77.5550481598824
"64",0.348068685042928,2002,"ARM","Armenia","Europe & Central Asia","Upper middle income",7.33641889469687,64.7396211980252,10.833,73.9845018432309
"65",0.279099864437415,2021,"ARM","Armenia","Europe & Central Asia","Upper middle income",8.35815047524684,65.3572875314441,15.469,79.2489057647112
"66",0.336074107546317,2017,"ARM","Armenia","Europe & Central Asia","Upper middle income",8.2467941676241,64.7124948593667,17.704,87.202376539837
"67",0.330076818798012,2003,"ARM","Armenia","Europe & Central Asia","Upper middle income",7.47286841351993,64.6663537455064,10.705,80.0513676022426
"68",0.324079530049706,2015,"ARM","Armenia","Europe & Central Asia","Upper middle income",8.16405299368544,64.4929623431549,18.261,71.6820743427575
"69",0.292093990058744,2008,"ARM","Armenia","Europe & Central Asia","Upper middle income",8.05240217208556,64.3840928379746,17.1,54.5423279613666
"70",0.375056484410303,2004,"ARM","Armenia","Europe & Central Asia","Upper middle income",7.57825934040802,64.5972633621116,10.617,73.0706339919371
"71",0.325079078174424,2016,"ARM","Armenia","Europe & Central Asia","Upper middle income",8.17015312152709,64.5928753345316,17.617,76.0779674593548
"72",0.312084952553095,2007,"ARM","Armenia","Europe & Central Asia","Upper middle income",7.97912431526816,64.4257647857723,10.394,56.9750470853147
"73",0.360063262539539,2005,"ARM","Armenia","Europe & Central Asia","Upper middle income",7.71427254225018,64.5334210637509,10.54,70.1397385835334
"74",0.297091730682332,2006,"ARM","Armenia","Europe & Central Asia","Upper middle income",7.84441140666445,64.4758978663344,10.465,61.0301379818566
"75",0.326078626299141,1995,"AUS","Australia","East Asia & Pacific","High income",10.5817130756598,85.2868710503009,8.473,37.646874037201
"76",0.338073203795752,2020,"AUS","Australia","East Asia & Pacific","High income",10.9746903951631,87.2713470458985,6.456,44.499564103879
"77",0.347069136918211,2010,"AUS","Australia","East Asia & Pacific","High income",10.8924402781191,86.2198600512143,5.214,40.3905070860606
"78",0.331076366922729,2004,"AUS","Australia","East Asia & Pacific","High income",10.8201500242742,85.518767609412,5.399,36.9505159618289
"79",0.354065973791234,2008,"AUS","Australia","East Asia & Pacific","High income",10.8873860036497,86.0253816967666,4.242,42.7522207880308
"80",0.34307094441934,2018,"AUS","Australia","East Asia & Pacific","High income",10.9814328478101,87.2267680845925,5.3,43.5732253645218
"81",0.3350745594216,2003,"AUS","Australia","East Asia & Pacific","High income",10.7895182986886,85.4097077818668,5.933,40.1348011794482
"82",0.3350745594216,2001,"AUS","Australia","East Asia & Pacific","High income",10.7432130331826,85.1481094164726,6.747,44.1337313971929
"83",0.337073655671035,2016,"AUS","Australia","East Asia & Pacific","High income",10.961850592227,87.0166295249235,5.711,40.813402217321
"84",0.344070492544058,2014,"AUS","Australia","East Asia & Pacific","High income",10.9432660173386,86.7221289343356,6.078,42.2993095385282
"85",0.287096249435156,2005,"AUT","Austria","Europe & Central Asia","High income",10.6210593385049,66.9797950654143,5.682,94.6747547827805
"86",0.298091278807049,2004,"AUT","Austria","Europe & Central Asia","High income",10.6049334710774,66.9558612872944,5.969,91.4742201880009
"87",0.296092182557614,2006,"AUT","Austria","Europe & Central Asia","High income",10.6482816628271,67.0006968062814,5.32,98.7857253161241
"88",0.295092634432897,2003,"AUT","Austria","Europe & Central Asia","High income",10.585808554858,66.9263574955092,4.779,86.8822263228608
"89",0.30608766380479,2007,"AUT","Austria","Europe & Central Asia","High income",10.6820972705618,67.0211044863084,4.909,101.36495843546
"90",0.305088115680072,2012,"AUT","Austria","Europe & Central Asia","High income",10.6969654695401,67.2085909812279,4.909,105.840791389706
"91",0.290094893809309,2000,"AUT","Austria","Europe & Central Asia","High income",10.5602582042413,66.7690238969566,4.687,85.8426077336549
"92",0.308086760054225,2016,"AUT","Austria","Europe & Central Asia","High income",10.7001536353359,67.7218061923556,6.064,101.573494597172
"93",0.308086760054225,2013,"AUT","Austria","Europe & Central Asia","High income",10.6885611843092,67.2981308784247,5.367,104.985374015367
"94",0.305088115680072,2014,"AUT","Austria","Europe & Central Asia","High income",10.6882753379933,67.4154327591781,5.674,104.49673998926
"95",0.305088115680072,2015,"AUT","Austria","Europe & Central Asia","High income",10.6900164186606,67.5576175537383,5.802,103.11758174626
"96",0.313084500677813,1998,"AUT","Austria","Europe & Central Asia","High income",10.4962824623593,66.5106754931446,5.483,77.3495216604118
"97",0.297091730682332,2017,"AUT","Austria","Europe & Central Asia","High income",10.7156756126959,67.9051196052802,5.561,105.556066755438
"98",0.308086760054225,2011,"AUT","Austria","Europe & Central Asia","High income",10.695262034268,67.1484255415056,4.637,105.775098372378
"99",0.291094441934026,1997,"AUT","Austria","Europe & Central Asia","High income",10.4630471136735,66.3274969714236,5.15,75.2444760305554
"100",0.303089019430637,2010,"AUT","Austria","Europe & Central Asia","High income",10.6697784826643,67.1047429254747,4.883,99.6448825546716
"101",0.304088567555355,2008,"AUT","Austria","Europe & Central Asia","High income",10.6933953196879,67.0435560819078,4.198,102.7437043613
"102",0.293093538183461,1996,"AUT","Austria","Europe & Central Asia","High income",10.4429489181439,66.1109299621598,5.282,70.4693162982812
"103",0.308086760054225,1994,"AUT","Austria","Europe & Central Asia","High income",10.3975842836753,65.585473658006,3.535,66.246573910845
"104",0.299090826931767,1995,"AUT","Austria","Europe & Central Asia","High income",10.4223833593893,65.8629352596037,4.345,68.5250057529972
"105",0.309086308178943,2022,"AUT","Austria","Europe & Central Asia","High income",10.7649508372194,68.998085127906,4.992,123.579578652902
"106",0.297091730682332,1999,"AUT","Austria","Europe & Central Asia","High income",10.5312657308573,66.6585047330725,4.699,78.5629329772961
"107",0.312084952553095,2023,"AUT","Austria","Europe & Central Asia","High income",10.7471626758148,69.2265358276021,5.264,115.152914822732
"108",0.308086760054225,2018,"AUT","Austria","Europe & Central Asia","High income",10.7353435540988,68.1046787227623,4.933,108.377969971828
"109",0.298091278807049,2020,"AUT","Austria","Europe & Central Asia","High income",10.6788757530264,68.5410177924001,5.201,99.9482141095975
"110",0.307087211929507,2021,"AUT","Austria","Europe & Central Asia","High income",10.7225764721391,68.773601700253,6.459,111.032932124165
"111",0.315083596927248,2009,"AUT","Austria","Europe & Central Asia","High income",10.6542542753682,67.0705895694924,5.371,87.6004931021953
"112",0.30208947130592,2019,"AUT","Austria","Europe & Central Asia","High income",10.7482943609556,68.3176044750522,4.56,108.207284904426
"113",0.266105738816087,2004,"AZE","Azerbaijan","Europe & Central Asia","Upper middle income",7.65513179667232,52.2831993103027,7.99,121.507115894117
"114",0.266105738816087,2005,"AZE","Azerbaijan","Europe & Central Asia","Upper middle income",7.89146868999606,52.5028533935547,7.26,115.841884607706
"115",0.268104835065522,2003,"AZE","Azerbaijan","Europe & Central Asia","Upper middle income",7.57538262303515,51.7257995605469,9.17,107.551948506262
"116",0.346069588793493,1995,"AZE","Azerbaijan","Europe & Central Asia","Upper middle income",7.02135953160577,52.3116760253906,7.2,85.8937107507733
"117",0.365061003163127,2001,"AZE","Azerbaijan","Europe & Central Asia","Upper middle income",7.40302248303462,51.1584815979004,10.91,78.8151854917601
"118",0.253111613194758,2002,"AZE","Azerbaijan","Europe & Central Asia","Upper middle income",7.48575711253238,51.2144165039062,10.04,92.8181443298969
"119",0.321080885675554,2010,"BGD","Bangladesh","South Asia","Lower middle income",6.84977041287531,27.7254372588696,3.379,37.8028426708321
"120",0.309086308178943,2022,"BGD","Bangladesh","South Asia","Lower middle income",7.49795533274916,31.673734726234,4.593,33.7799672705735
"121",0.324079530049706,2016,"BGD","Bangladesh","South Asia","Lower middle income",7.16998946853481,29.8753915517965,4.35,31.3341501346142
"122",0.329077270673294,1995,"BGD","Bangladesh","South Asia","Lower middle income",6.28773205893404,21.661231550566,2.441,28.2094960764218
"123",0.276101220063263,1991,"BGD","Bangladesh","South Asia","Lower middle income",6.17518795205369,20.2666857869933,2.2,18.8898268850747
"124",0.334075011296882,2000,"BGD","Bangladesh","South Asia","Lower middle income",6.43062305811043,23.3145114975244,3.27,29.3217143619038
"125",0.332075915047447,2005,"BGD","Bangladesh","South Asia","Lower middle income",6.60557355055482,25.4769540701509,4.25,34.396934864465
"126",0.216128332580208,1993,"BLR","Belarus","Europe & Central Asia","Upper middle income",7.77169327929651,67.5179672241211,8.5,150.964467005076
"127",0.253111613194758,2016,"BLR","Belarus","Europe & Central Asia","Upper middle income",8.66754264289059,76.8458709716797,5.844,125.209322899662
"128",0.287096249435156,1995,"BLR","Belarus","Europe & Central Asia","Upper middle income",7.54187439543109,68.0162734985352,17.7,103.718194772782
"129",0.256110257568911,2015,"BLR","Belarus","Europe & Central Asia","Upper middle income",8.69400894414777,76.6263885498047,5.881,115.914826201946
"130",0.254111161319476,2017,"BLR","Belarus","Europe & Central Asia","Upper middle income",8.69364701474173,77.0208206176758,5.648,133.367754723012
"131",0.252112065070041,2018,"BLR","Belarus","Europe & Central Asia","Upper middle income",8.72679153118074,77.2132720947266,4.763,139.393736250171
"132",0.2441156800723,2020,"BLR","Belarus","Europe & Central Asia","Upper middle income",8.7406549304532,77.7890385790408,4.049,118.934176146534
"133",0.30608766380479,2001,"BLR","Belarus","Europe & Central Asia","Upper middle income",7.92045874519472,70.3147201538086,11.609,137.044930473063
"134",0.317082693176683,1999,"BLR","Belarus","Europe & Central Asia","Upper middle income",7.80806679730829,69.4807636785987,12.8,120.835117829629
"135",0.276101220063263,2005,"BLR","Belarus","Europe & Central Asia","Upper middle income",8.2630019577249,72.0310134887695,8.728,118.88435169233
"136",0.303089019430637,2002,"BLR","Belarus","Europe & Central Asia","Upper middle income",7.97604559296227,70.8804702758789,10.908,131.002058282291
"137",0.288095797559873,2003,"BLR","Belarus","Europe & Central Asia","Upper middle income",8.05110591979857,71.3092422485352,10.215,134.141852273225
"138",0.265106190691369,2004,"BLR","Belarus","Europe & Central Asia","Upper middle income",8.16633118426898,71.7658538818359,9.452,142.136510387704
"139",0.283098056936286,2006,"BLR","Belarus","Europe & Central Asia","Upper middle income",8.36443505160253,72.6113815307617,8.024,124.295103889386
"140",0.296092182557614,2007,"BLR","Belarus","Europe & Central Asia","Upper middle income",8.45152480922662,73.0913467407227,7.38,128.153877979073
"141",0.320081337550836,1998,"BLR","Belarus","Europe & Central Asia","Upper middle income",7.77013173048533,69.0234222412109,14,122.957697735989
"142",0.266105738816087,2013,"BLR","Belarus","Europe & Central Asia","Upper middle income",8.71857083563819,75.94970703125,5.937,119.815965235724
"143",0.272103027564392,2014,"BLR","Belarus","Europe & Central Asia","Upper middle income",8.73438573844738,76.3405227661133,5.902,110.651424367582
"144",0.312084952553095,2000,"BLR","Belarus","Europe & Central Asia","Upper middle income",7.86915847504411,69.9172295434732,12.224,141.609165955024
"145",0.278100316312698,2008,"BLR","Belarus","Europe & Central Asia","Upper middle income",8.55210566583693,73.5531692504883,6.698,129.599478545475
"146",0.253111613194758,2019,"BLR","Belarus","Europe & Central Asia","Upper middle income",8.74317033829351,77.4550771852757,4.165,130.850406102184
"147",0.272103027564392,2011,"BLR","Belarus","Europe & Central Asia","Upper middle income",8.68974888225533,75.0597534179688,6.022,157.974255073313
"148",0.265106190691369,2012,"BLR","Belarus","Europe & Central Asia","Upper middle income",8.70824938506413,75.5281066894531,5.946,153.085269313372
"149",0.27710076818798,2009,"BLR","Belarus","Europe & Central Asia","Upper middle income",8.55656277532507,74.1909646620571,6.1,108.63564482836
"150",0.286096701310438,2010,"BLR","Belarus","Europe & Central Asia","Upper middle income",8.63339170434918,74.5501403808594,6.045,115.917972989303
"151",0.293093538183461,2005,"BEL","Belgium","Europe & Central Asia","High income",10.5621794208648,83.5645449743707,8.44,144.529050669983
"152",0.28109896068685,2003,"BEL","Belgium","Europe & Central Asia","High income",10.5139667262653,82.9609538786731,7.68,132.715552833888
"153",0.331076366922729,2000,"BEL","Belgium","Europe & Central Asia","High income",10.4878883629695,82.0152520403035,6.586,142.230135067034
"154",0.275101671938545,2012,"BEL","Belgium","Europe & Central Asia","High income",10.5984953211381,85.4915403816388,7.542,160.383301425059
"155",0.27710076818798,2013,"BEL","Belgium","Europe & Central Asia","High income",10.5968322083251,85.7415410247275,8.425,157.573622782434
"156",0.305088115680072,2004,"BEL","Belgium","Europe & Central Asia","High income",10.5447280215736,83.2655230829461,7.363,136.918405348432
"157",0.28109896068685,2011,"BEL","Belgium","Europe & Central Asia","High income",10.6025412460259,85.2349607044689,7.14,160.765516888126
"158",0.276101220063263,2016,"BEL","Belgium","Europe & Central Asia","High income",10.6255352187706,86.4507790979645,7.83,159.057696611945
"159",0.292093990058744,2007,"BEL","Belgium","Europe & Central Asia","High income",10.6095530393254,84.1454309580577,7.459,152.468446875303
"160",0.27710076818798,2015,"BEL","Belgium","Europe & Central Asia","High income",10.6187338522628,86.2212893480444,8.482,155.068682045926
"161",0.284097605061003,2010,"BEL","Belgium","Europe & Central Asia","High income",10.5964238263725,84.9719309583717,8.293,150.162563621427
"162",0.268104835065522,1997,"BEL","Belgium","Europe & Central Asia","High income",10.4040052621756,81.0242671318444,8.95,125.68894005618
"163",0.284097605061003,1995,"BEL","Belgium","Europe & Central Asia","High income",10.3580165227049,80.3401728004321,9.337,116.378567821327
"164",0.28109896068685,2006,"BEL","Belgium","Europe & Central Asia","High income",10.5807869636373,83.8578905877926,8.246,149.567509299511
"165",0.28109896068685,2014,"BEL","Belgium","Europe & Central Asia","High income",10.6098942731349,85.9848336685807,8.523,158.571610953523
"166",0.249113420695888,1992,"BEL","Belgium","Europe & Central Asia","High income",10.3214368918003,79.2814540177363,6.702,115.069287501636
"167",0.274102123813827,2017,"BEL","Belgium","Europe & Central Asia","High income",10.6363199688509,86.6731739531869,7.09,166.904078237791
"168",0.266105738816087,2021,"BEL","Belgium","Europe & Central Asia","High income",10.6722283505051,87.4305564090635,6.248,177.381892440073
"169",0.268104835065522,2023,"BEL","Belgium","Europe & Central Asia","High income",10.7114398618018,87.551492636772,5.528,165.846946501713
"170",0.264106642566652,2022,"BEL","Belgium","Europe & Central Asia","High income",10.7029465329077,87.489200269855,5.57,191.179031303786
"171",0.260108450067781,2020,"BEL","Belgium","Europe & Central Asia","High income",10.6156778025722,87.2964994991269,5.545,156.950121282783
"172",0.272103027564392,2018,"BEL","Belgium","Europe & Central Asia","High income",10.65037364544,86.8883449485575,5.941,168.277692877218
"173",0.286096701310438,2009,"BEL","Belgium","Europe & Central Asia","High income",10.5788178902682,84.7025801085014,7.908,135.13840572229
"174",0.272103027564392,2019,"BEL","Belgium","Europe & Central Asia","High income",10.6691043191879,87.0961631189222,5.364,165.46547893199
"175",0.284097605061003,2008,"BEL","Belgium","Europe & Central Asia","High income",10.6061123656213,84.427037120012,6.976,161.088447790447
"176",0.601953908721193,1993,"BLZ","Belize","Latin America & Caribbean","Upper middle income",8.55001436998666,47.3536666895074,9.78,75.74810886971
"177",0.608950745594216,1994,"BLZ","Belize","Latin America & Caribbean","Upper middle income",8.52851921160216,47.4066621669842,11.1,80.8829702605987
"178",0.399045639403525,2018,"BLZ","Belize","Latin America & Caribbean","Upper middle income",8.64955575614776,43.164848281502,7.896,100.989214362975
"179",0.531985539990963,1999,"BLZ","Belize","Latin America & Caribbean","Upper middle income",8.55901940780609,47.6748311644458,12.84,93.3222988336503
"180",0.548977858111161,1998,"BLZ","Belize","Latin America & Caribbean","Upper middle income",8.50338935352205,47.6419509742997,14.31,85.2837692818555
"181",0.574966109353818,1995,"BLZ","Belize","Latin America & Caribbean","Upper middle income",8.51076488167121,47.4683420814088,12.48,77.3367628065445
"182",0.56597017623136,1996,"BLZ","Belize","Latin America & Caribbean","Upper middle income",8.49201009235431,47.5323526855742,13.82,79.5739076328491
"183",0.603953004970628,1997,"BLZ","Belize","Latin America & Caribbean","Upper middle income",8.50011627549499,47.5923402322735,12.68,85.4507314878676
"184",0.43402982376864,2011,"BEN","Benin","Sub-Saharan Africa","Lower middle income",6.83272609646856,43.4616136137276,2.647,47.2170288118403
"185",0.344070492544058,2021,"BEN","Benin","Sub-Saharan Africa","Lower middle income",7.07019489025113,50.1961807561354,1.779,48.0548608324409
"186",0.379054676909173,2018,"BEN","Benin","Sub-Saharan Africa","Lower middle income",6.97681903475477,47.9952829275963,1.41,61.7951944903448
"187",0.386051513782196,2003,"BEN","Benin","Sub-Saharan Africa","Lower middle income",6.79810419777769,39.4169696013044,0.747,41.6162305574334
"188",0.476010845006778,2015,"BEN","Benin","Sub-Saharan Africa","Lower middle income",6.91017122702415,45.9407403257663,1.82,56.7563131849476
"189",0.285097153185721,2022,"BTN","Bhutan","South Asia","Lower middle income",8.11663594890716,40.9365143617581,5.947,85.5712165226139
"190",0.374056936285585,2017,"BTN","Bhutan","South Asia","Lower middle income",8.07458961898907,37.8645544995016,3.016,76.7884016850221
"191",0.381053773158608,2007,"BTN","Bhutan","South Asia","Lower middle income",7.57674159539281,32.1738216649326,3.7,106.929022415
"192",0.4090411206507,2003,"BTN","Bhutan","South Asia","Lower middle income",7.31748811747887,29.6328608739429,1.8,72.8499006593611
"193",0.388050610031631,2012,"BTN","Bhutan","South Asia","Lower middle income",7.88410500994692,35.0188644248365,2.05,94.0450271469571
"194",0.478009941256213,2014,"BOL","Bolivia","Latin America & Caribbean","Lower middle income",7.97277714545269,68.037425413,2.021,85.2644695625131
"195",0.452021690013556,2016,"BOL","Bolivia","Latin America & Caribbean","Lower middle income",8.03189579058125,68.7446327876947,3.498,56.4010345026573
"196",0.421035698147311,2023,"BOL","Bolivia","Latin America & Caribbean","Lower middle income",8.04647586578285,70.9151414044538,3.024,49.6083255594597
"197",0.446024401265251,2017,"BOL","Bolivia","Latin America & Caribbean","Lower middle income",8.05837927114523,69.0838016274736,3.655,45.5761123650708
"198",0.466015363759602,2012,"BOL","Bolivia","Latin America & Caribbean","Lower middle income",7.88504283602085,67.2581444827699,2.066,84.9487611684942
"199",0.46701491188432,2015,"BOL","Bolivia","Latin America & Caribbean","Lower middle income",8.00503764973914,68.3958051297665,3.111,67.9328451905248
"200",0.579963849977406,1999,"BOL","Bolivia","Latin America & Caribbean","Lower middle income",7.60037499050771,61.3856107973717,2.303,44.1682564870165
"201",0.426033438770899,2018,"BOL","Bolivia","Latin America & Caribbean","Lower middle income",8.07232280607956,69.4133879813999,3.519,46.9261953417368
"202",0.4090411206507,2021,"BOL","Bolivia","Latin America & Caribbean","Lower middle income",8.01021054330958,70.3450412826165,5.089,47.6670843158984
"203",0.476010845006778,2013,"BOL","Bolivia","Latin America & Caribbean","Lower middle income",7.93505578491809,67.6697055519889,2.437,81.2309075267174
"204",0.461017623136015,2011,"BOL","Bolivia","Latin America & Caribbean","Lower middle income",7.85108533766471,66.833715633176,2.255,82.4803954243518
"205",0.580963398102124,1997,"BOL","Bolivia","Latin America & Caribbean","Lower middle income",7.58215993182036,60.4239436835356,2.08,50.4696628058748
"206",0.615947582467239,2000,"BOL","Bolivia","Latin America & Caribbean","Lower middle income",7.60797253087507,61.8587201575591,2.447,45.5977750218555
"207",0.573966561229101,2001,"BOL","Bolivia","Latin America & Caribbean","Lower middle income",7.60780151167407,62.3374810379005,2.636,45.2278224315522
